Entity,Code,Day,total_vaccinations_per_hundred
Montenegro,MNE,28-07-2021,51.39
Montenegro,MNE,29-07-2021,51.81
Montenegro,MNE,30-07-2021,52.16
Montenegro,MNE,31-07-2021,52.54
Montenegro,MNE,01-08-2021,52.87
Montenegro,MNE,02-08-2021,53.02
Montenegro,MNE,03-08-2021,53.48
Montenegro,MNE,04-08-2021,53.81
Montenegro,MNE,05-08-2021,54.21
Montenegro,MNE,06-08-2021,54.6
Montenegro,MNE,07-08-2021,54.98
Montenegro,MNE,08-08-2021,55.17
Montenegro,MNE,09-08-2021,55.29
Montenegro,MNE,10-08-2021,55.63
Montenegro,MNE,11-08-2021,55.92
Montenegro,MNE,12-08-2021,56.31
Montenegro,MNE,13-08-2021,56.68
Montenegro,MNE,14-08-2021,57.04
Montenegro,MNE,15-08-2021,57.22
Montenegro,MNE,16-08-2021,57.33
Montenegro,MNE,17-08-2021,57.69
Montenegro,MNE,18-08-2021,58.08
Montenegro,MNE,19-08-2021,58.5
Montenegro,MNE,20-08-2021,58.95
Montenegro,MNE,21-08-2021,59.38
Montenegro,MNE,22-08-2021,59.66
Montenegro,MNE,23-08-2021,59.79
Montenegro,MNE,24-08-2021,60.24
Montenegro,MNE,25-08-2021,60.63
Montenegro,MNE,26-08-2021,61.11
Montenegro,MNE,27-08-2021,61.63
Montenegro,MNE,28-08-2021,62.07
Montenegro,MNE,29-08-2021,62.31
Montenegro,MNE,30-08-2021,62.45
Montenegro,MNE,31-08-2021,62.8
Montenegro,MNE,01-09-2021,63.11
Montenegro,MNE,02-09-2021,63.5
Montenegro,MNE,03-09-2021,63.87
Montenegro,MNE,04-09-2021,64.25
Montenegro,MNE,05-09-2021,64.38
Montenegro,MNE,06-09-2021,64.46
Montenegro,MNE,07-09-2021,64.73
Montenegro,MNE,08-09-2021,64.97
Montenegro,MNE,09-09-2021,65.32
Montenegro,MNE,10-09-2021,65.73
Montenegro,MNE,11-09-2021,66.2
Montenegro,MNE,12-09-2021,66.46
Montenegro,MNE,13-09-2021,66.58
Montenegro,MNE,14-09-2021,67.07
Montenegro,MNE,15-09-2021,67.47
Montenegro,MNE,16-09-2021,67.93
Montenegro,MNE,17-09-2021,68.81
Montenegro,MNE,19-09-2021,68.99
Montenegro,MNE,20-09-2021,69.08
Montenegro,MNE,21-09-2021,69.45
Montenegro,MNE,22-09-2021,70.07
Montenegro,MNE,24-09-2021,70.43
Montenegro,MNE,25-09-2021,70.89
Montenegro,MNE,26-09-2021,71.14
Montenegro,MNE,27-09-2021,71.25
Montenegro,MNE,28-09-2021,71.72
Montenegro,MNE,29-09-2021,72.1
Montenegro,MNE,30-09-2021,72.45
Montenegro,MNE,01-10-2021,72.84
Montenegro,MNE,02-10-2021,73.25
Montserrat,MSR,08-02-2021,0
Montserrat,MSR,23-02-2021,13.09
Montserrat,MSR,10-03-2021,18.71
Montserrat,MSR,17-03-2021,26.22
Montserrat,MSR,31-03-2021,30.96
Montserrat,MSR,14-04-2021,35.15
Montserrat,MSR,21-04-2021,38.33
Montserrat,MSR,21-05-2021,48.75
Montserrat,MSR,28-05-2021,50.63
Montserrat,MSR,11-06-2021,51.88
Montserrat,MSR,18-06-2021,52.2
Montserrat,MSR,25-06-2021,53
Montserrat,MSR,02-07-2021,53.22
Montserrat,MSR,09-07-2021,54.11
Montserrat,MSR,16-07-2021,54.41
Montserrat,MSR,23-07-2021,54.81
Montserrat,MSR,30-07-2021,56.03
Montserrat,MSR,06-08-2021,56.78
Montserrat,MSR,03-09-2021,56.96
Montserrat,MSR,10-09-2021,57.02
Montserrat,MSR,17-09-2021,57.34
Montserrat,MSR,24-09-2021,57.64
Morocco,MAR,28-01-2021,0
Morocco,MAR,30-01-2021,0.24
Morocco,MAR,31-01-2021,0.34
Morocco,MAR,01-02-2021,0.54
Morocco,MAR,02-02-2021,0.69
Morocco,MAR,03-02-2021,0.83
Morocco,MAR,04-02-2021,0.94
Morocco,MAR,05-02-2021,1.09
Morocco,MAR,06-02-2021,1.24
Morocco,MAR,08-02-2021,1.47
Morocco,MAR,09-02-2021,1.65
Morocco,MAR,10-02-2021,2
Morocco,MAR,11-02-2021,2.29
Morocco,MAR,12-02-2021,2.98
Morocco,MAR,13-02-2021,3.72
Morocco,MAR,15-02-2021,4.57
Morocco,MAR,16-02-2021,5.1
Morocco,MAR,17-02-2021,5.57
Morocco,MAR,18-02-2021,5.98
Morocco,MAR,19-02-2021,6.33
Morocco,MAR,20-02-2021,6.59
Morocco,MAR,22-02-2021,6.9
Morocco,MAR,23-02-2021,7.14
Morocco,MAR,24-02-2021,7.9
Morocco,MAR,25-02-2021,8.58
Morocco,MAR,26-02-2021,9.17
Morocco,MAR,27-02-2021,9.63
Morocco,MAR,01-03-2021,10.18
Morocco,MAR,02-03-2021,10.58
Morocco,MAR,03-03-2021,10.99
Morocco,MAR,04-03-2021,11.34
Morocco,MAR,05-03-2021,11.72
Morocco,MAR,06-03-2021,12.03
Morocco,MAR,08-03-2021,12.35
Morocco,MAR,09-03-2021,12.68
Morocco,MAR,10-03-2021,13.21
Morocco,MAR,11-03-2021,13.66
Morocco,MAR,12-03-2021,14.44
Morocco,MAR,13-03-2021,15.22
Morocco,MAR,15-03-2021,16.05
Morocco,MAR,16-03-2021,16.6
Morocco,MAR,17-03-2021,17.03
Morocco,MAR,19-03-2021,17.7
Morocco,MAR,20-03-2021,17.91
Morocco,MAR,22-03-2021,18.16
Morocco,MAR,23-03-2021,18.37
Morocco,MAR,24-03-2021,19.09
Morocco,MAR,25-03-2021,19.71
Morocco,MAR,26-03-2021,20.15
Morocco,MAR,27-03-2021,20.44
Morocco,MAR,29-03-2021,20.78
Morocco,MAR,30-03-2021,21.11
Morocco,MAR,31-03-2021,21.41
Morocco,MAR,01-04-2021,21.68
Morocco,MAR,02-04-2021,21.88
Morocco,MAR,03-04-2021,22.07
Morocco,MAR,05-04-2021,22.23
Morocco,MAR,06-04-2021,22.43
Morocco,MAR,07-04-2021,22.62
Morocco,MAR,08-04-2021,22.79
Morocco,MAR,09-04-2021,22.9
Morocco,MAR,10-04-2021,23.05
Morocco,MAR,11-04-2021,23.12
Morocco,MAR,13-04-2021,23.16
Morocco,MAR,14-04-2021,23.29
Morocco,MAR,15-04-2021,23.37
Morocco,MAR,16-04-2021,23.47
Morocco,MAR,17-04-2021,23.68
Morocco,MAR,19-04-2021,23.73
Morocco,MAR,20-04-2021,23.77
Morocco,MAR,21-04-2021,23.84
Morocco,MAR,22-04-2021,23.87
Morocco,MAR,23-04-2021,23.94
Morocco,MAR,26-04-2021,23.97
Morocco,MAR,27-04-2021,24.21
Morocco,MAR,28-04-2021,24.74
Morocco,MAR,30-04-2021,24.94
Morocco,MAR,01-05-2021,24.95
Morocco,MAR,03-05-2021,25.14
Morocco,MAR,04-05-2021,25.6
Morocco,MAR,05-05-2021,25.92
Morocco,MAR,07-05-2021,26.22
Morocco,MAR,08-05-2021,26.41
Morocco,MAR,10-05-2021,27.13
Morocco,MAR,11-05-2021,27.63
Morocco,MAR,12-05-2021,27.95
Morocco,MAR,14-05-2021,28.09
Morocco,MAR,15-05-2021,28.58
Morocco,MAR,17-05-2021,29.46
Morocco,MAR,18-05-2021,30.39
Morocco,MAR,19-05-2021,31.34
Morocco,MAR,20-05-2021,32.18
Morocco,MAR,21-05-2021,32.9
Morocco,MAR,22-05-2021,33.38
Morocco,MAR,24-05-2021,34.03
Morocco,MAR,25-05-2021,35.25
Morocco,MAR,31-05-2021,37.87
Morocco,MAR,01-06-2021,38.6
Morocco,MAR,02-06-2021,39.13
Morocco,MAR,03-06-2021,39.93
Morocco,MAR,05-06-2021,40.19
Morocco,MAR,07-06-2021,41.18
Morocco,MAR,08-06-2021,42.3
Morocco,MAR,09-06-2021,42.96
Morocco,MAR,10-06-2021,43.48
Morocco,MAR,11-06-2021,43.94
Morocco,MAR,12-06-2021,44.07
Morocco,MAR,14-06-2021,44.69
Morocco,MAR,15-06-2021,45.22
Morocco,MAR,16-06-2021,45.66
Morocco,MAR,17-06-2021,46.22
Morocco,MAR,18-06-2021,46.68
Morocco,MAR,19-06-2021,46.84
Morocco,MAR,21-06-2021,48.32
Morocco,MAR,23-06-2021,48.87
Morocco,MAR,24-06-2021,49.36
Morocco,MAR,25-06-2021,49.82
Morocco,MAR,26-06-2021,49.93
Morocco,MAR,28-06-2021,50.51
Morocco,MAR,30-06-2021,51.17
Morocco,MAR,01-07-2021,51.33
Morocco,MAR,02-07-2021,51.46
Morocco,MAR,03-07-2021,51.48
Morocco,MAR,04-07-2021,51.49
Morocco,MAR,05-07-2021,51.68
Morocco,MAR,06-07-2021,51.83
Morocco,MAR,07-07-2021,52.14
Morocco,MAR,08-07-2021,52.3
Morocco,MAR,09-07-2021,52.4
Morocco,MAR,10-07-2021,52.43
Morocco,MAR,11-07-2021,52.43
Morocco,MAR,12-07-2021,53.19
Morocco,MAR,13-07-2021,53.88
Morocco,MAR,14-07-2021,54.48
Morocco,MAR,15-07-2021,55.68
Morocco,MAR,17-07-2021,55.79
Morocco,MAR,18-07-2021,55.81
Morocco,MAR,19-07-2021,57.02
Morocco,MAR,22-07-2021,57.54
Morocco,MAR,24-07-2021,57.63
Morocco,MAR,25-07-2021,57.7
Morocco,MAR,26-07-2021,58.71
Morocco,MAR,27-07-2021,60.1
Morocco,MAR,28-07-2021,61.55
Morocco,MAR,29-07-2021,62.88
Morocco,MAR,30-07-2021,63.33
Morocco,MAR,31-07-2021,63.61
Morocco,MAR,01-08-2021,63.74
Morocco,MAR,02-08-2021,64.96
Morocco,MAR,03-08-2021,67.36
Morocco,MAR,05-08-2021,68.4
Morocco,MAR,06-08-2021,69.22
Morocco,MAR,07-08-2021,69.44
Morocco,MAR,08-08-2021,69.54
Morocco,MAR,09-08-2021,70.73
Morocco,MAR,10-08-2021,71.06
Morocco,MAR,11-08-2021,72.17
Morocco,MAR,12-08-2021,73.19
Morocco,MAR,13-08-2021,73.8
Morocco,MAR,14-08-2021,73.99
Morocco,MAR,15-08-2021,74.08
Morocco,MAR,16-08-2021,75.34
Morocco,MAR,17-08-2021,76.91
Morocco,MAR,18-08-2021,78.47
Morocco,MAR,19-08-2021,79.95
Morocco,MAR,20-08-2021,80.41
Morocco,MAR,21-08-2021,80.7
Morocco,MAR,22-08-2021,80.87
Morocco,MAR,23-08-2021,82.15
Morocco,MAR,24-08-2021,83.68
Morocco,MAR,27-08-2021,86.86
Morocco,MAR,28-08-2021,87.14
Morocco,MAR,29-08-2021,88.39
Morocco,MAR,31-08-2021,90.3
Morocco,MAR,01-09-2021,91.47
Morocco,MAR,03-09-2021,92.43
Morocco,MAR,04-09-2021,92.76
Morocco,MAR,05-09-2021,92.89
Morocco,MAR,06-09-2021,95.12
Morocco,MAR,08-09-2021,95.66
Morocco,MAR,09-09-2021,96.41
Morocco,MAR,10-09-2021,97.13
Morocco,MAR,14-09-2021,99.71
Morocco,MAR,19-09-2021,102.92
Morocco,MAR,22-09-2021,105.84
Morocco,MAR,25-09-2021,107.84
Morocco,MAR,28-09-2021,110.06
Mozambique,MOZ,07-03-2021,0
Mozambique,MOZ,13-03-2021,0.14
Mozambique,MOZ,23-03-2021,0.18
Mozambique,MOZ,12-05-2021,1.11
Mozambique,MOZ,18-05-2021,1.22
Mozambique,MOZ,31-05-2021,1.23
Mozambique,MOZ,10-06-2021,1.23
Mozambique,MOZ,24-06-2021,1.36
Mozambique,MOZ,05-07-2021,1.58
Mozambique,MOZ,19-07-2021,2.09
Mozambique,MOZ,24-07-2021,2.09
Mozambique,MOZ,26-07-2021,2.15
Mozambique,MOZ,03-08-2021,2.22
Mozambique,MOZ,09-08-2021,4.31
Mozambique,MOZ,16-08-2021,4.63
Mozambique,MOZ,20-08-2021,5.8
Mozambique,MOZ,25-08-2021,7.14
Mozambique,MOZ,08-09-2021,7.48
Mozambique,MOZ,14-09-2021,11.33
Myanmar,MMR,26-01-2021,0
Myanmar,MMR,27-01-2021,0.01
Myanmar,MMR,05-02-2021,0.69
Myanmar,MMR,31-03-2021,1.9
Myanmar,MMR,23-04-2021,3.28
Myanmar,MMR,04-05-2021,4.64
Myanmar,MMR,13-05-2021,5.46
Myanmar,MMR,05-06-2021,6.15
Myanmar,MMR,01-07-2021,6.39
Myanmar,MMR,21-08-2021,11.41
Myanmar,MMR,11-09-2021,14.93
Myanmar,MMR,20-09-2021,16.42
Myanmar,MMR,25-09-2021,19.95
Namibia,NAM,18-03-2021,0
Namibia,NAM,25-03-2021,0.01
Namibia,NAM,31-03-2021,0.06
Namibia,NAM,01-04-2021,0.07
Namibia,NAM,03-04-2021,0.08
Namibia,NAM,08-04-2021,0.1
Namibia,NAM,11-04-2021,0.1
Namibia,NAM,12-04-2021,0.11
Namibia,NAM,13-04-2021,0.12
Namibia,NAM,14-04-2021,0.13
Namibia,NAM,15-04-2021,0.14
Namibia,NAM,16-04-2021,0.15
Namibia,NAM,17-04-2021,0.17
Namibia,NAM,18-04-2021,0.18
Namibia,NAM,19-04-2021,0.18
Namibia,NAM,20-04-2021,0.22
Namibia,NAM,21-04-2021,0.24
Namibia,NAM,22-04-2021,0.29
Namibia,NAM,23-04-2021,0.38
Namibia,NAM,24-04-2021,0.49
Namibia,NAM,25-04-2021,0.5
Namibia,NAM,28-04-2021,0.77
Namibia,NAM,30-04-2021,0.84
Namibia,NAM,01-05-2021,0.97
Namibia,NAM,05-05-2021,1.14
Namibia,NAM,06-05-2021,1.34
Namibia,NAM,07-05-2021,1.41
Namibia,NAM,08-05-2021,1.54
Namibia,NAM,09-05-2021,1.55
Namibia,NAM,10-05-2021,1.61
Namibia,NAM,11-05-2021,1.72
Namibia,NAM,12-05-2021,1.82
Namibia,NAM,13-05-2021,1.84
Namibia,NAM,14-05-2021,1.95
Namibia,NAM,15-05-2021,2.05
Namibia,NAM,16-05-2021,2.06
Namibia,NAM,17-05-2021,2.08
Namibia,NAM,18-05-2021,2.2
Namibia,NAM,19-05-2021,2.34
Namibia,NAM,21-05-2021,2.55
Namibia,NAM,22-05-2021,2.58
Namibia,NAM,23-05-2021,2.61
Namibia,NAM,25-05-2021,2.7
Namibia,NAM,26-05-2021,2.8
Namibia,NAM,27-05-2021,2.89
Namibia,NAM,29-05-2021,2.95
Namibia,NAM,30-05-2021,2.96
Namibia,NAM,31-05-2021,2.97
Namibia,NAM,01-06-2021,3.04
Namibia,NAM,02-06-2021,3.11
Namibia,NAM,03-06-2021,3.2
Namibia,NAM,04-06-2021,3.29
Namibia,NAM,05-06-2021,3.38
Namibia,NAM,06-06-2021,3.38
Namibia,NAM,07-06-2021,3.4
Namibia,NAM,08-06-2021,3.51
Namibia,NAM,09-06-2021,3.6
Namibia,NAM,10-06-2021,3.73
Namibia,NAM,11-06-2021,3.86
Namibia,NAM,12-06-2021,3.9
Namibia,NAM,13-06-2021,3.96
Namibia,NAM,14-06-2021,4
Namibia,NAM,15-06-2021,4.17
Namibia,NAM,16-06-2021,4.36
Namibia,NAM,17-06-2021,4.51
Namibia,NAM,18-06-2021,4.68
Namibia,NAM,19-06-2021,4.79
Namibia,NAM,20-06-2021,4.8
Namibia,NAM,21-06-2021,4.81
Namibia,NAM,22-06-2021,4.97
Namibia,NAM,23-06-2021,5.1
Namibia,NAM,24-06-2021,5.22
Namibia,NAM,25-06-2021,5.37
Namibia,NAM,26-06-2021,5.46
Namibia,NAM,27-06-2021,5.46
Namibia,NAM,29-06-2021,5.56
Namibia,NAM,30-06-2021,5.64
Namibia,NAM,01-07-2021,5.71
Namibia,NAM,02-07-2021,5.77
Namibia,NAM,03-07-2021,5.81
Namibia,NAM,04-07-2021,5.81
Namibia,NAM,05-07-2021,5.83
Namibia,NAM,06-07-2021,5.91
Namibia,NAM,07-07-2021,5.98
Namibia,NAM,08-07-2021,6.06
Namibia,NAM,09-07-2021,6.17
Namibia,NAM,10-07-2021,6.24
Namibia,NAM,11-07-2021,6.25
Namibia,NAM,12-07-2021,6.29
Namibia,NAM,13-07-2021,6.36
Namibia,NAM,14-07-2021,6.44
Namibia,NAM,15-07-2021,6.5
Namibia,NAM,16-07-2021,6.57
Namibia,NAM,17-07-2021,6.61
Namibia,NAM,18-07-2021,6.61
Namibia,NAM,19-07-2021,6.64
Namibia,NAM,20-07-2021,6.8
Namibia,NAM,21-07-2021,6.99
Namibia,NAM,22-07-2021,7.21
Namibia,NAM,23-07-2021,7.39
Namibia,NAM,24-07-2021,7.52
Namibia,NAM,25-07-2021,7.54
Namibia,NAM,26-07-2021,7.6
Namibia,NAM,27-07-2021,7.76
Namibia,NAM,28-07-2021,7.89
Namibia,NAM,29-07-2021,8.04
Namibia,NAM,30-07-2021,8.17
Namibia,NAM,31-07-2021,8.25
Namibia,NAM,01-08-2021,8.27
Namibia,NAM,02-08-2021,8.31
Namibia,NAM,03-08-2021,8.44
Namibia,NAM,04-08-2021,8.54
Namibia,NAM,05-08-2021,8.63
Namibia,NAM,06-08-2021,8.74
Namibia,NAM,07-08-2021,8.83
Namibia,NAM,08-08-2021,8.83
Namibia,NAM,10-08-2021,9.08
Namibia,NAM,11-08-2021,9.46
Namibia,NAM,12-08-2021,9.76
Namibia,NAM,13-08-2021,10.02
Namibia,NAM,14-08-2021,10.19
Namibia,NAM,15-08-2021,10.23
Namibia,NAM,16-08-2021,10.38
Namibia,NAM,19-08-2021,10.59
Namibia,NAM,25-08-2021,11.79
Namibia,NAM,01-09-2021,12.72
Namibia,NAM,09-09-2021,13.64
Namibia,NAM,15-09-2021,14.46
Namibia,NAM,22-09-2021,15.75
Namibia,NAM,30-09-2021,16.58
Nauru,NRU,08-04-2021,0
Nauru,NRU,09-04-2021,1.55
Nauru,NRU,20-04-2021,6.44
Nauru,NRU,18-05-2021,67.98
Nauru,NRU,08-06-2021,68.41
Nauru,NRU,21-06-2021,68.85
Nauru,NRU,29-06-2021,85.65
Nauru,NRU,13-07-2021,97.08
Nauru,NRU,20-07-2021,133.16
Nauru,NRU,27-07-2021,135.97
Nauru,NRU,31-08-2021,136.7
Nepal,NPL,26-01-2021,0
Nepal,NPL,01-02-2021,0.38
Nepal,NPL,04-02-2021,0.53
Nepal,NPL,20-02-2021,1.36
Nepal,NPL,19-03-2021,5.39
Nepal,NPL,05-04-2021,5.73
Nepal,NPL,07-04-2021,6.09
Nepal,NPL,08-04-2021,6.11
Nepal,NPL,09-04-2021,6.18
Nepal,NPL,10-04-2021,6.2
Nepal,NPL,11-04-2021,6.24
Nepal,NPL,13-04-2021,6.31
Nepal,NPL,15-04-2021,6.35
Nepal,NPL,16-04-2021,6.4
Nepal,NPL,17-04-2021,6.44
Nepal,NPL,18-04-2021,6.49
Nepal,NPL,19-04-2021,6.53
Nepal,NPL,20-04-2021,6.61
Nepal,NPL,21-04-2021,6.63
Nepal,NPL,22-04-2021,6.67
Nepal,NPL,23-04-2021,6.7
Nepal,NPL,25-04-2021,6.76
Nepal,NPL,26-04-2021,6.8
Nepal,NPL,27-04-2021,6.91
Nepal,NPL,28-04-2021,7.05
Nepal,NPL,07-05-2021,8.27
Nepal,NPL,18-05-2021,8.56
Nepal,NPL,20-05-2021,8.75
Nepal,NPL,21-05-2021,8.85
Nepal,NPL,22-05-2021,8.91
Nepal,NPL,23-05-2021,8.99
Nepal,NPL,24-05-2021,9.12
Nepal,NPL,25-05-2021,9.19
Nepal,NPL,26-05-2021,9.24
Nepal,NPL,27-05-2021,9.3
Nepal,NPL,28-05-2021,9.33
Nepal,NPL,29-05-2021,9.44
Nepal,NPL,30-05-2021,9.44
Nepal,NPL,06-06-2021,9.45
Nepal,NPL,09-06-2021,9.64
Nepal,NPL,10-06-2021,9.89
Nepal,NPL,12-06-2021,10.36
Nepal,NPL,15-06-2021,10.55
Nepal,NPL,16-06-2021,10.63
Nepal,NPL,19-06-2021,10.89
Nepal,NPL,26-06-2021,11.23
Nepal,NPL,27-06-2021,11.23
Nepal,NPL,28-06-2021,11.26
Nepal,NPL,29-06-2021,11.3
Nepal,NPL,30-06-2021,11.31
Nepal,NPL,01-07-2021,11.33
Nepal,NPL,03-07-2021,11.33
Nepal,NPL,04-07-2021,11.34
Nepal,NPL,05-07-2021,11.36
Nepal,NPL,07-07-2021,11.67
Nepal,NPL,09-07-2021,12.05
Nepal,NPL,11-07-2021,12.31
Nepal,NPL,12-07-2021,12.44
Nepal,NPL,13-07-2021,12.52
Nepal,NPL,14-07-2021,12.57
Nepal,NPL,16-07-2021,13.1
Nepal,NPL,17-07-2021,13.61
Nepal,NPL,18-07-2021,13.91
Nepal,NPL,20-07-2021,14.52
Nepal,NPL,22-07-2021,15.47
Nepal,NPL,23-07-2021,15.71
Nepal,NPL,24-07-2021,15.98
Nepal,NPL,25-07-2021,16.11
Nepal,NPL,26-07-2021,16.27
Nepal,NPL,27-07-2021,16.58
Nepal,NPL,28-07-2021,17.01
Nepal,NPL,29-07-2021,17.52
Nepal,NPL,31-07-2021,19.15
Nepal,NPL,01-08-2021,19.81
Nepal,NPL,02-08-2021,20.77
Nepal,NPL,03-08-2021,21.09
Nepal,NPL,04-08-2021,21.47
Nepal,NPL,05-08-2021,21.87
Nepal,NPL,06-08-2021,22.28
Nepal,NPL,07-08-2021,22.92
Nepal,NPL,08-08-2021,23.54
Nepal,NPL,09-08-2021,24.03
Nepal,NPL,10-08-2021,24.48
Nepal,NPL,11-08-2021,25.14
Nepal,NPL,12-08-2021,25.33
Nepal,NPL,14-08-2021,26.88
Nepal,NPL,15-08-2021,27.12
Nepal,NPL,16-08-2021,27.66
Nepal,NPL,17-08-2021,28.14
Nepal,NPL,18-08-2021,28.43
Nepal,NPL,19-08-2021,28.73
Nepal,NPL,20-08-2021,29.34
Nepal,NPL,21-08-2021,29.56
Nepal,NPL,22-08-2021,29.62
Nepal,NPL,23-08-2021,29.66
Nepal,NPL,25-08-2021,29.88
Nepal,NPL,26-08-2021,30.11
Nepal,NPL,27-08-2021,30.72
Nepal,NPL,30-08-2021,32.73
Nepal,NPL,31-08-2021,33.02
Nepal,NPL,01-09-2021,34.01
Nepal,NPL,02-09-2021,34.05
Nepal,NPL,03-09-2021,34.6
Nepal,NPL,04-09-2021,34.96
Nepal,NPL,05-09-2021,35.14
Nepal,NPL,06-09-2021,35.51
Nepal,NPL,07-09-2021,35.78
Nepal,NPL,09-09-2021,36.5
Nepal,NPL,10-09-2021,36.6
Nepal,NPL,11-09-2021,36.83
Nepal,NPL,12-09-2021,36.87
Nepal,NPL,13-09-2021,37.18
Nepal,NPL,14-09-2021,37.47
Nepal,NPL,15-09-2021,38.48
Nepal,NPL,16-09-2021,38.86
Nepal,NPL,17-09-2021,39.06
Nepal,NPL,18-09-2021,39.63
Nepal,NPL,19-09-2021,39.7
Nepal,NPL,22-09-2021,40.49
Nepal,NPL,23-09-2021,40.96
Nepal,NPL,24-09-2021,41.54
Nepal,NPL,25-09-2021,42.27
Nepal,NPL,26-09-2021,42.61
Nepal,NPL,27-09-2021,43.67
Nepal,NPL,28-09-2021,44.37
Nepal,NPL,29-09-2021,45.33
Nepal,NPL,30-09-2021,46.31
Nepal,NPL,02-10-2021,47.32
Netherlands,NLD,06-01-2021,0.02
Netherlands,NLD,07-01-2021,0.06
Netherlands,NLD,08-01-2021,0.1
Netherlands,NLD,09-01-2021,0.15
Netherlands,NLD,10-01-2021,0.2
Netherlands,NLD,11-01-2021,0.25
Netherlands,NLD,12-01-2021,0.29
Netherlands,NLD,13-01-2021,0.33
Netherlands,NLD,14-01-2021,0.36
Netherlands,NLD,15-01-2021,0.39
Netherlands,NLD,16-01-2021,0.42
Netherlands,NLD,17-01-2021,0.45
Netherlands,NLD,18-01-2021,0.53
Netherlands,NLD,19-01-2021,0.61
Netherlands,NLD,20-01-2021,0.68
Netherlands,NLD,21-01-2021,0.76
Netherlands,NLD,22-01-2021,0.84
Netherlands,NLD,23-01-2021,0.91
Netherlands,NLD,24-01-2021,0.97
Netherlands,NLD,25-01-2021,1.06
Netherlands,NLD,26-01-2021,1.18
Netherlands,NLD,27-01-2021,1.33
Netherlands,NLD,28-01-2021,1.51
Netherlands,NLD,29-01-2021,1.71
Netherlands,NLD,30-01-2021,1.89
Netherlands,NLD,31-01-2021,2.05
Netherlands,NLD,01-02-2021,2.25
Netherlands,NLD,02-02-2021,2.46
Netherlands,NLD,03-02-2021,2.65
Netherlands,NLD,04-02-2021,2.85
Netherlands,NLD,05-02-2021,3.04
Netherlands,NLD,06-02-2021,3.2
Netherlands,NLD,07-02-2021,3.34
Netherlands,NLD,08-02-2021,3.53
Netherlands,NLD,09-02-2021,3.72
Netherlands,NLD,10-02-2021,3.91
Netherlands,NLD,11-02-2021,4.09
Netherlands,NLD,12-02-2021,4.28
Netherlands,NLD,13-02-2021,4.45
Netherlands,NLD,14-02-2021,4.61
Netherlands,NLD,15-02-2021,4.8
Netherlands,NLD,16-02-2021,4.98
Netherlands,NLD,17-02-2021,5.19
Netherlands,NLD,18-02-2021,5.4
Netherlands,NLD,19-02-2021,5.63
Netherlands,NLD,20-02-2021,5.85
Netherlands,NLD,21-02-2021,6.07
Netherlands,NLD,22-02-2021,6.29
Netherlands,NLD,23-02-2021,6.55
Netherlands,NLD,24-02-2021,6.84
Netherlands,NLD,25-02-2021,7.15
Netherlands,NLD,26-02-2021,7.49
Netherlands,NLD,27-02-2021,7.8
Netherlands,NLD,28-02-2021,8.09
Netherlands,NLD,01-03-2021,8.35
Netherlands,NLD,02-03-2021,8.62
Netherlands,NLD,03-03-2021,8.88
Netherlands,NLD,04-03-2021,9.14
Netherlands,NLD,05-03-2021,9.39
Netherlands,NLD,06-03-2021,9.61
Netherlands,NLD,07-03-2021,9.81
Netherlands,NLD,08-03-2021,10.05
Netherlands,NLD,09-03-2021,10.29
Netherlands,NLD,10-03-2021,10.54
Netherlands,NLD,11-03-2021,10.78
Netherlands,NLD,12-03-2021,11.01
Netherlands,NLD,13-03-2021,11.25
Netherlands,NLD,14-03-2021,11.48
Netherlands,NLD,15-03-2021,11.65
Netherlands,NLD,16-03-2021,11.83
Netherlands,NLD,17-03-2021,12.01
Netherlands,NLD,18-03-2021,12.19
Netherlands,NLD,19-03-2021,12.37
Netherlands,NLD,20-03-2021,12.55
Netherlands,NLD,21-03-2021,12.72
Netherlands,NLD,22-03-2021,12.9
Netherlands,NLD,23-03-2021,13.1
Netherlands,NLD,24-03-2021,13.37
Netherlands,NLD,25-03-2021,13.64
Netherlands,NLD,26-03-2021,13.91
Netherlands,NLD,27-03-2021,14.19
Netherlands,NLD,28-03-2021,14.46
Netherlands,NLD,29-03-2021,14.83
Netherlands,NLD,30-03-2021,15.22
Netherlands,NLD,31-03-2021,15.65
Netherlands,NLD,01-04-2021,16.07
Netherlands,NLD,02-04-2021,16.51
Netherlands,NLD,03-04-2021,16.81
Netherlands,NLD,04-04-2021,17.09
Netherlands,NLD,05-04-2021,17.42
Netherlands,NLD,06-04-2021,17.9
Netherlands,NLD,07-04-2021,18.45
Netherlands,NLD,08-04-2021,19.04
Netherlands,NLD,09-04-2021,19.66
Netherlands,NLD,10-04-2021,20.26
Netherlands,NLD,11-04-2021,20.85
Netherlands,NLD,12-04-2021,21.55
Netherlands,NLD,13-04-2021,22.25
Netherlands,NLD,14-04-2021,22.95
Netherlands,NLD,15-04-2021,23.64
Netherlands,NLD,16-04-2021,24.3
Netherlands,NLD,17-04-2021,24.95
Netherlands,NLD,18-04-2021,25.58
Netherlands,NLD,19-04-2021,26.22
Netherlands,NLD,20-04-2021,26.85
Netherlands,NLD,21-04-2021,27.41
Netherlands,NLD,22-04-2021,27.92
Netherlands,NLD,23-04-2021,28.43
Netherlands,NLD,24-04-2021,28.94
Netherlands,NLD,25-04-2021,29.45
Netherlands,NLD,26-04-2021,30.02
Netherlands,NLD,27-04-2021,30.59
